700.0334,0
700.9977,0.002728509
701.9619,0.005258027
702.9261,0.007726775
703.8904,0.010249618
704.8546,0.012884387
705.8188,0.015633428
706.7831,0.018454506
707.7473,0.0213269
708.7115,0.024308156
709.6758,0.027581072
710.64,0.031373324
711.6042,0.036075766
712.5685,0.041990081
713.5327,0.049288754
714.4969,0.057904067
715.4612,0.067509291
716.4254,0.077478672
717.3896,0.086978086
718.3539,0.095077866
719.3181,0.100950583
720.2823,0.104040222
721.2466,0.104221724
722.2108,0.101816218
723.175,0.097541481
724.1393,0.092280872
725.1035,0.086867177
726.0677,0.081854694
727.032,0.077398586
727.9962,0.073282894
728.9604,0.069032253
729.9247,0.064128825
730.8889,0.058195323
731.8531,0.051153372
732.8174,0.043236666
733.7816,0.034898031
734.7458,0.026691738
735.7101,0.019125333
736.6743,0.012585855
737.6385,0.007323972
738.6028,0.003456587
739.567,0.001022591
740.5313,7.66E-15
741.4955,-1.18E-14
742.4597,4.71E-15
743.424,-5.89E-15
744.3882,4.71E-15
745.3524,0.000400132
746.3167,0.001214913
747.2809,0.002425412
748.2451,0.004096024
749.2094,0.006316632
750.1736,0.009123488
751.1378,0.012453617
752.1021,0.016131527
753.0663,0.019904737
754.0305,0.023531942
754.9948,0.026848268
755.959,0.0297923
756.9232,0.032407217
757.8875,0.03477229
758.8517,0.036949237
759.8159,0.03894727
760.7802,0.040714031
761.7444,0.042192356
762.7086,0.043348993
763.6729,0.044220747
764.6371,0.044888455
765.6013,0.045467475
766.5656,0.046056169
767.5298,0.046714159
768.494,0.047469751
769.4583,0.048355489
770.4225,0.049431009
771.3867,0.050784055
772.351,0.052498109
773.3152,0.054622216
774.2794,0.057072146
775.2437,0.059602304
776.2079,0.061824421
777.1721,0.063250885
778.1364,0.063415293
779.1006,0.061950638
780.0648,0.058677128
781.0291,0.053629369
781.9933,0.047056059
782.9575,0.039384566
783.9218,0.031163244
784.886,0.022995369
785.8502,0.01547813
786.8145,0.009134383
787.7787,0.004336041
788.7429,0.001285394
789.7072,1.12E-14
790.6714,-2.06E-14
791.6356,1.12E-14
792.5999,0.00088927
793.5641,0.002793893
794.5283,0.005482616
795.4926,0.008730559
796.4568,0.012309155
797.421,0.015968049
798.3853,0.019450522
799.3495,0.02253012
800.3137,0.025058396
801.278,0.026988811
802.2422,0.028383634
803.2064,0.029374655
804.1707,0.030114902
805.1349,0.030728202
806.0991,0.03128903
807.0634,0.031827283
808.0276,0.032356385
808.9918,0.032897738
809.9561,0.033483367
810.9203,0.034133056
811.8845,0.034827877
812.8488,0.035487336
813.813,0.035982604
814.7772,0.03615888
815.7415,0.035901708
816.7057,0.03517991
817.6699,0.034040374
818.6342,0.032612789
819.5984,0.031040061
820.5626,0.029445507
821.5269,0.027903619
822.4911,0.026438412
823.4553,0.025056441
824.4196,0.023762139
825.3838,0.022568904
826.348,0.021481169
827.3123,0.020465154
828.2765,0.019440843
829.2407,0.018287413
830.205,0.016890412
831.1692,0.015176189
832.1334,0.013178903
833.0977,0.011013386
834.0619,0.008854376
835.0261,0.006863412
835.9904,0.005153205
836.9546,0.003743513
837.9188,0.002596313
838.8831,0.001648106
839.8473,0.000869823
840.8115,0.000289254
841.7758,1.77E-15
842.74,-8.84E-16
843.7042,2.95E-16
844.6685,-1.47E-15
845.6328,5.89E-16
846.597,5.89E-16
847.5612,-3.24E-15
848.5255,3.24E-15
849.4897,0.000344838
850.4539,0.001124588
851.4182,0.002311891
852.3824,0.00385956
853.3466,0.005699902
854.3109,0.007788572
855.2751,0.010127216
856.2393,0.012771271
857.2036,0.015797405
858.1678,0.019268829
859.132,0.023192153
860.0963,0.027510295
861.0605,0.032099644
862.0247,0.036837305
862.989,0.041623736
863.9532,0.046424492
864.9174,0.051246182
865.8817,0.056135751
866.8459,0.061118197
867.8101,0.066191637
868.7744,0.071324465
869.7386,0.076484359
870.7028,0.081680051
871.6671,0.086960608
872.6313,0.092427458
873.5955,0.098182743
874.5598,0.104313746
875.524,0.110864573
876.4882,0.117846078
877.4525,0.125264869
878.4167,0.133148068
879.3809,0.141557482
880.3452,0.150561285
881.3094,0.160203584
882.2736,0.170459141
883.2379,0.181215678
884.2021,0.192290139
885.1663,0.203461971
886.1306,0.214548835
887.0948,0.225416507
888.059,0.235995165
889.0233,0.246248958
889.9875,0.256132827
890.9517,0.265564212
891.916,0.274435082
892.8802,0.282623947
893.8444,0.290065234
894.8087,0.296757059
895.7729,0.302758389
896.7371,0.308186228
897.7014,0.313155458
898.6656,0.317752644
899.6298,0.322045962
900.5941,0.326116324
901.5583,0.330101249
902.5225,0.334206907
903.4868,0.338688296
904.451,0.343810316
905.4152,0.34977489
906.3795,0.356690529
907.3437,0.364550389
908.3079,0.373291019
909.2722,0.382817121
910.2364,0.393062408
911.2006,0.404001642
912.1649,0.415624446
913.1291,0.427902746
914.0933,0.440749738
915.0576,0.454014926
916.0218,0.46749615
916.986,0.480985596
917.9503,0.494307291
918.9145,0.507331259
919.8787,0.51998131
920.843,0.532223713
921.8072,0.544051625
922.7714,0.555503497
923.7357,0.566692088
924.6999,0.577831345
925.6641,0.589220848
926.6284,0.601200517
927.5926,0.614107433
928.5568,0.628185979
929.5211,0.643534052
930.4853,0.660102347
931.4495,0.677765845
932.4138,0.69637193
933.378,0.715822467
934.3422,0.736077359
935.3065,0.757155949
936.2707,0.779072626
937.2349,0.801821257
938.1992,0.825329898
939.1634,0.849515278
940.1276,0.874328807
941.0919,0.899791951
942.0561,0.926014633
943.0203,0.953154192
943.9846,0.981367968
944.9488,1.010746776
945.913,1.041299346
946.8773,1.072964348
947.8415,1.105654266
948.8057,1.139301401
949.77,1.173861407
950.7342,1.209289229
951.6984,1.245481076
952.6627,1.282235502
953.6269,1.319242074
954.5911,1.356140121
955.5554,1.392594445
956.5196,1.42837529
957.4838,1.463400096
958.4481,1.497717929
959.4123,1.531457819
960.3765,1.564762244
961.3408,1.597765191
962.305,1.630595689
963.2692,1.663445046
964.2335,1.696572504
965.1977,1.730300287
966.1619,1.764968311
967.1262,1.800850682
968.0904,1.838082797
969.0546,1.876660648
970.0189,1.91650592
970.9831,1.95755233
971.9473,1.999846818
972.9116,2.043550971
973.8758,2.088921199
974.84,2.136184899
975.8043,2.185433597
976.7685,2.236577656
977.7327,2.289364675
978.697,2.343440349
979.6612,2.398458159
980.6254,2.454116874
981.5897,2.510142865
982.5539,2.566240563
983.5181,2.622034433
984.4824,2.677061899
985.4466,2.730840567
986.4108,2.783005518
987.3751,2.833406257
988.3393,2.882144215
989.3035,2.929501987
